food,category,country,region,year,exports,imports,production
Food,Category,Country,Region,Year,Exports MetricTon,Imports MetricTon,Production MetricTon
Pistachios,NUT,European Union,EUROPE,2014,7025,166730,22400
Pistachios,NUT,European Union,EUROPE,2015,13800,346875,63700
Pistachios,NUT,Greece,EUROPE,2014,0,0,0
Pistachios,NUT,Greece,EUROPE,2015,0,0,0
Pistachios,NUT,Hong Kong,EAST_ASIA,2014,0,236500,0
Pistachios,NUT,Hong Kong,EAST_ASIA,2015,0,57400,0
Pistachios,NUT,India,SOUTH_ASIA,2015,0,44400,0
Pistachios,NUT,Iran,MIDDLE_EAST,2014,641500,50000,833000
Pistachios,NUT,Iran,MIDDLE_EAST,2015,333100,26000,390000
Pistachios,NUT,Iraq,MIDDLE_EAST,2014,0,6100,0
Pistachios,NUT,Iraq,MIDDLE_EAST,2015,0,17575,0
Pistachios,NUT,Israel,MIDDLE_EAST,2015,0,25700,0
Pistachios,NUT,Italy,EUROPE,2014,0,0,0
Pistachios,NUT,Italy,EUROPE,2015,0,0,0
Pistachios,NUT,Japan,EAST_ASIA,2014,0,3500,0
Pistachios,NUT,Japan,EAST_ASIA,2015,0,10025,0
Pistachios,NUT,Jordan,MIDDLE_EAST,2015,0,1850,0
Pistachios,NUT,Lebanon,MIDDLE_EAST,2015,0,18600,0
Pistachios,NUT,Mexico,MIDDLE_AMERICA,2015,0,16650,0
Pistachios,NUT,Pakistan,SOUTH_ASIA,2015,0,9050,0
Pistachios,NUT,Russia,RUSSIA,2015,0,44525,0
Pistachios,NUT,Saudi Arabia,MIDDLE_EAST,2014,0,0,0
Pistachios,NUT,Saudi Arabia,MIDDLE_EAST,2015,0,0,0
Pistachios,NUT,Syria,MIDDLE_EAST,2014,17500,66884,587600
Pistachios,NUT,Syria,MIDDLE_EAST,2015,6900,1200,114000
Pistachios,NUT,Taiwan,EAST_ASIA,2014,0,2100,0
Pistachios,NUT,Taiwan,EAST_ASIA,2015,0,4800,0
Pistachios,NUT,Turkey,MIDDLE_EAST,1981,5900,9000,7000
Pistachios,NUT,Turkey,MIDDLE_EAST,2015,164100,239410,450000
Pistachios,NUT,Ukraine,EUROPE,2015,0,2575,0
Pistachios,NUT,United Arab Emirates,MIDDLE_EAST,2015,0,86325,0
Pistachios,NUT,United States,UNITED_STATES,2014,812294,230746,820549
Pistachios,NUT,United States,UNITED_STATES,2015,916679,235062,1023304
Pistachios,NUT,Vietnam,SOUTHEAST_ASIA,2014,0,0,0
Pistachios,NUT,Vietnam,SOUTHEAST_ASIA,2015,0,0,0
Raisins,FRUIT,Afghanistan,SOUTH_ASIA,1981,84000,6000,85000
Raisins,FRUIT,Argentina,SOUTH_AMERICA,1981,4359,3859,5500
Raisins,FRUIT,Argentina,SOUTH_AMERICA,2014,29050,0,32000
Raisins,FRUIT,Australia,SOUTH_AMERICA,1981,43457,14771,55995
Raisins,FRUIT,Australia,SOUTH_AMERICA,2014,2700,23800,12500
Raisins,FRUIT,Brazil,SOUTH_AMERICA,2014,0,25400,0
Raisins,FRUIT,Chile,SOUTH_AMERICA,1981,2149,399,2500
Raisins,FRUIT,China,EAST_ASIA,2014,32700,20900,150000
Raisins,FRUIT,Colombia,SOUTH_AMERICA,2014,0,7400,0
Raisins,FRUIT,European Union,EUROPE,2014,7400,325600,10000
Raisins,FRUIT,Greece,EUROPE,1981,69200,7800,68500
Raisins,FRUIT,Greece,EUROPE,2014,0,0,0
Raisins,FRUIT,Iran,MIDDLE_EAST,1981,43000,3000,60000
Raisins,FRUIT,Iran,MIDDLE_EAST,2014,280400,0,340000
Raisins,FRUIT,Iraq,MIDDLE_EAST,2014,0,39200,0
Raisins,FRUIT,Japan,EAST_ASIA,2014,0,30000,0
Raisins,FRUIT,Malaysia,SOUTHEAST_ASIA,2014,0,7900,0
Raisins,FRUIT,Mexico,MIDDLE_AMERICA,1981,3753,270,11500
Raisins,FRUIT,Mexico,MIDDLE_AMERICA,2014,2100,17400,9000
Raisins,FRUIT,Morocco,MIDDLE_EAST,2014,0,1700,0
Raisins,FRUIT,New Zealand,OCEANIA,2014,0,7500,0
Raisins,FRUIT,Norway,EUROPE,2014,0,7900,0
Raisins,FRUIT,Peru,SOUTH_AMERICA,2014,0,6200,0
Raisins,FRUIT,Philippines,SOUTHEAST_ASIA,2014,0,4000,0
Raisins,FRUIT,South Africa,SUB_SAHARAN,1981,20520,3907,23906
Raisins,FRUIT,South Africa,SUB_SAHARAN,2014,56700,400,83900
Raisins,FRUIT,South Korea,EAST_ASIA,2014,0,5100,0
Raisins,FRUIT,Switzerland,EUROPE,2014,0,4200,0
Raisins,FRUIT,Turkey,MIDDLE_EAST,1981,89000,4000,95000
Raisins,FRUIT,Turkey,MIDDLE_EAST,2014,488267,11300,560000
Raisins,FRUIT,Ukraine,EUROPE,2014,0,20900,0
Raisins,FRUIT,United Arab Emirates,MIDDLE_EAST,2014,0,45400,0
Raisins,FRUIT,United States,UNITED_STATES,2014,1292453,826852,1663869
Raisins,FRUIT,Uzbekistan,CENTRAL_ASIA,2014,120200,0,135000
Raisins,FRUIT,Venezuela,SOUTH_AMERICA,2014,0,4400,0
Raisins,FRUIT,Yugoslavia,EUROPE,1981,17324,640,18684
Tangerines & Mandarins,CITRUS,Afghanistan,SOUTH_ASIA,2014,0,0,0
Tangerines & Mandarins,CITRUS,Argentina,SOUTH_AMERICA,2014,187000,0,590000
Tangerines & Mandarins,CITRUS,Australia,SOUTH_AMERICA,1981,7000,0,31000
Tangerines & Mandarins,CITRUS,Brazil,SOUTH_AMERICA,1981,5000,0,469000
Tangerines & Mandarins,CITRUS,Canada,ARCTIC_AMERICA,2014,0,505000,0
Tangerines & Mandarins,CITRUS,China,EAST_ASIA,2014,702000,12000,17000000
Tangerines & Mandarins,CITRUS,Cuba,MIDDLE_AMERICA,1981,5000,0,30000
Tangerines & Mandarins,CITRUS,Cuba,MIDDLE_AMERICA,2014,0,0,0
Tangerines & Mandarins,CITRUS,Egypt,MIDDLE_EAST,1981,0,0,70000
Tangerines & Mandarins,CITRUS,Egypt,MIDDLE_EAST,2014,0,0,0
Tangerines & Mandarins,CITRUS,European Union,EUROPE,2014,1333000,2120000,18286000
Tangerines & Mandarins,CITRUS,Greece,EUROPE,1981,4000,0,34000
Tangerines & Mandarins,CITRUS,Greece,EUROPE,2014,0,0,0
Tangerines & Mandarins,CITRUS,Indonesia,SOUTHEAST_ASIA,2014,0,529000,0
Tangerines & Mandarins,CITRUS,Israel,MIDDLE_EAST,1981,17000,0,56000
Tangerines & Mandarins,CITRUS,Israel,MIDDLE_EAST,2014,78000,0,178000
Tangerines & Mandarins,CITRUS,Italy,EUROPE,1981,4000,0,320000
Tangerines & Mandarins,CITRUS,Italy,EUROPE,2014,0,0,0
Tangerines & Mandarins,CITRUS,Japan,EAST_ASIA,1981,20000,0,3194000
Tangerines & Mandarins,CITRUS,Japan,EAST_ASIA,2014,5000,37000,1847000
Tangerines & Mandarins,CITRUS,Malaysia,SOUTHEAST_ASIA,2014,0,360000,0
Tangerines & Mandarins,CITRUS,Mexico,MIDDLE_AMERICA,1981,12000,0,120000
Tangerines & Mandarins,CITRUS,Morocco,MIDDLE_EAST,1981,199000,0,280000
Tangerines & Mandarins,CITRUS,Norway,EUROPE,2014,0,0,0
Tangerines & Mandarins,CITRUS,Philippines,SOUTHEAST_ASIA,2014,0,153000,124000
Tangerines & Mandarins,CITRUS,Russia,RUSSIA,2014,0,2005000,0
Tangerines & Mandarins,CITRUS,Serbia,EUROPE,2014,0,0,0
Tangerines & Mandarins,CITRUS,South Africa,SUB_SAHARAN,2014,519000,1000,752000
Tangerines & Mandarins,CITRUS,South Korea,EAST_ASIA,2014,7000,0,1253000
Tangerines & Mandarins,CITRUS,Spain,EUROPE,1981,625000,0,906000
Tangerines & Mandarins,CITRUS,Spain,EUROPE,2014,0,0,0
Tangerines & Mandarins,CITRUS,Switzerland,EUROPE,2014,0,0,0
Tangerines & Mandarins,CITRUS,Thailand,SOUTHEAST_ASIA,2014,45000,94000,5575000
Tangerines & Mandarins,CITRUS,Turkey,MIDDLE_EAST,1981,49000,0,167000
Tangerines & Mandarins,CITRUS,Ukraine,EUROPE,2014,0,473000,0
Tangerines & Mandarins,CITRUS,United States,UNITED_STATES,1981,16000,13000,417000
Tangerines & Mandarins,CITRUS,Vietnam,SOUTHEAST_ASIA,2014,0,532000,0
Walnuts,NUT,Australia,SOUTH_AMERICA,2015,23500,123966,19100
Walnuts,NUT,Brazil,SOUTH_AMERICA,2015,13000,99600,55600
Walnuts,NUT,Canada,ARCTIC_AMERICA,2015,5900,127900,0
Walnuts,NUT,Chile,SOUTH_AMERICA,2014,80600,5400,81000
Walnuts,NUT,Chile,SOUTH_AMERICA,2015,242900,9600,252000
Walnuts,NUT,China,EAST_ASIA,2014,251600,299900,5605521
Walnuts,NUT,China,EAST_ASIA,2015,46200,242100,2680000
Walnuts,NUT,European Union,EUROPE,2014,262100,863500,479700
Walnuts,NUT,European Union,EUROPE,2015,181200,668400,338000
Walnuts,NUT,France,EUROPE,1981,8300,3800,21000
Walnuts,NUT,Hong Kong,EAST_ASIA,2014,0,74200,0
Walnuts,NUT,Hong Kong,EAST_ASIA,2015,0,25300,0
Walnuts,NUT,India,SOUTH_ASIA,1981,12200,500,18000
Walnuts,NUT,India,SOUTH_ASIA,2015,120150,64500,222000
Walnuts,NUT,Iran,MIDDLE_EAST,2015,0,0,0
Walnuts,NUT,Israel,MIDDLE_EAST,2014,0,9600,0
Walnuts,NUT,Israel,MIDDLE_EAST,2015,0,22700,0
Walnuts,NUT,Italy,EUROPE,1981,4390,7819,14000
Walnuts,NUT,Japan,EAST_ASIA,2014,0,27700,0
Walnuts,NUT,Japan,EAST_ASIA,2015,0,106800,0
Walnuts,NUT,Jordan,MIDDLE_EAST,2015,0,0,0
Walnuts,NUT,Mexico,MIDDLE_AMERICA,2014,0,16800,0
Walnuts,NUT,Mexico,MIDDLE_AMERICA,2015,0,19600,0
Walnuts,NUT,Moldova,EUROPE,2015,347300,85700,276600
Walnuts,NUT,Norway,EUROPE,2014,0,3000,0
Walnuts,NUT,Norway,EUROPE,2015,0,6700,0
Walnuts,NUT,Russia,RUSSIA,2014,0,12300,0
Walnuts,NUT,Russia,RUSSIA,2015,0,5500,0
Walnuts,NUT,South Korea,EAST_ASIA,2014,0,57300,0
Walnuts,NUT,South Korea,EAST_ASIA,2015,0,91200,0
Walnuts,NUT,Switzerland,EUROPE,2014,0,5400,0
Walnuts,NUT,Switzerland,EUROPE,2015,0,15000,0
Walnuts,NUT,Syria,MIDDLE_EAST,2015,0,21900,0
Walnuts,NUT,Taiwan,EAST_ASIA,2014,0,7300,0
Walnuts,NUT,Taiwan,EAST_ASIA,2015,0,23600,0
Walnuts,NUT,Turkey,MIDDLE_EAST,1981,5800,7000,70000
Walnuts,NUT,Turkey,MIDDLE_EAST,2014,31200,102600,165000
Walnuts,NUT,Turkey,MIDDLE_EAST,2015,47000,194100,175000
Walnuts,NUT,Ukraine,EUROPE,2015,357600,6000,530020
Walnuts,NUT,United Arab Emirates,MIDDLE_EAST,2015,0,109100,0
Walnuts,NUT,United States,UNITED_STATES,2014,1460388,366597,2175433
Walnuts,NUT,United States,UNITED_STATES,2015,2477431,388704,3207805
Walnuts,NUT,Vietnam,SOUTHEAST_ASIA,2015,0,0,0
